"security_id","exchange_id","code_id","full_name","name","ename","underlying_security_id","t_uint","p_uint","fs_p_uint","mf_price","ft_margins","ce_multiplier","pre_settle_price","up_limit_price","down_limit_price","rtd","type_code","security_type","cc_type","list_date","delist_date","dl_month","l_price","l_tdl_date","c_months_desc","t_hours_desc","lt_dated_desc","d_data_desc","dmean_desc","dsite_desc","lt_date_hour_desc","contract_value_desc","max_price_fluct_desc","post_limit_desc","source_type","update_time"
"AL9912","SHFE","AL","铝9912合约","沪铝9912","SHFE-AL9912",,"吨","5","人民币元/吨","5","最低交易保证金:合约价值的5%","1","0","0","0","1","703001002","1","0","19990112","19991215","199912","0","19991223","1,2,3,4,5,6,7,8,9,10,11,12","上午9:00-11:30,下午13:30-15:00,下午21:00-次日1:00(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割仓库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AP001","CZCE","AP","鲜苹果2001合约","苹果2001","CZCE-AP2001",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20190116","20200115","202001","7834","20200117","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP003","CZCE","AP","鲜苹果2003合约","苹果2003","CZCE-AP2003",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","5573","5907.38","5238.62","1","703001010","1","0","20190315","20200313","202003","8148","20200317","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP005","CZCE","AP","鲜苹果2005合约","苹果2005","CZCE-AP2005",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","6800","7208","6392","1","703001010","1","0","20190520","20200519","202005","8893","20200521","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP007","CZCE","AP","鲜苹果2007合约","苹果2007","CZCE-AP2007",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","7236","7670.16","6801.84","1","703001010","1","0","20190715","20200714","202007","8936","20200716","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:56"
"AP010","CZCE","AP","鲜苹果2010合约","苹果2010","CZCE-AP2010",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","7981","8459.86","7502.14","1","703001010","1","0","20191022","20201022","202010","7898","20201026","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:56"
"AP011","CZCE","AP","鲜苹果2011合约","苹果2011","CZCE-AP2011",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","7759","8224.54","7293.46","1","703001010","1","0","20191115","20201113","202011","8256","20201117","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:56"
"AP012","CZCE","AP","鲜苹果2012合约","苹果2012","CZCE-AP2012",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","7813","8281.78","7344.22","1","703001010","1","0","20191216","20201214","202012","7930","20201216","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:56"
"AP101","CZCE","AP","鲜苹果2101合约","苹果2101","CZCE-AP2101",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","7863","8334.78","7391.22","1","703001010","1","0","20200116","20210115","202101","7470","20210119","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:56"
"AP2001","CZCE","AP","鲜苹果2001合约","苹果2001","CZCE-AP2001",,"吨","10","人民币元/吨","1","合约价值的 7%","1","0","0","0","1","703001010","1","0","20190116","20200115","202001","7834","20200117","1,3,5,7,10,11,12","周一至周五（北京时间 法定节假日除外）上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间,最后交易日上午 9:00-11:30","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第 12 个交易日;车（船）板交割：合约交割月份的次月 20 日","实物交割","交易所指定交割地点","上午 9:00-11:30",,"上一交易日结算价±5%",,"1","16/1/2019 08:30:08"
"AP805","CZCE","AP","鲜苹果1805合约","苹果1805","CZCE-AP1805",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20171222","20180515","201805","7800","20180517","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP807","CZCE","AP","鲜苹果1807合约","苹果1807","CZCE-AP1807",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20171222","20180713","201807","7800","20180717","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP810","CZCE","AP","鲜苹果1810合约","苹果1810","CZCE-AP1810",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20171222","20181019","201810","7800","20181023","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP811","CZCE","AP","鲜苹果1811合约","苹果1811","CZCE-AP1811",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20171222","20181114","201811","7800","20181116","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP812","CZCE","AP","鲜苹果1812合约","苹果1812","CZCE-AP1812",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20171222","20181214","201812","7800","20181218","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP901","CZCE","AP","鲜苹果1901合约","苹果1901","CZCE-AP1901",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20180116","20190115","201901","7093","20190117","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP903","CZCE","AP","鲜苹果1903合约","苹果1903","CZCE-AP1903",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20180315","20190314","201903","6485","20190318","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP905","CZCE","AP","鲜苹果1905合约","苹果1905","CZCE-AP1905",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20180516","20190517","201905","9437","20190521","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP907","CZCE","AP","鲜苹果1907合约","苹果1907","CZCE-AP1907",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20180716","20190712","201907","10674","20190716","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP910","CZCE","AP","鲜苹果1910合约","苹果1910","CZCE-AP1910",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20181022","20191021","201910","8000","20191023","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP911","CZCE","AP","鲜苹果1911合约","苹果1911","CZCE-AP1911",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20181115","20191114","201911","8354","20191118","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AP912","CZCE","AP","鲜苹果1912合约","苹果1912","CZCE-AP1912",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的7%","1","0","0","0","1","703001010","1","0","20181217","20191213","201912","7599","20191217","1,3,5,7,10,11,12","周一至周五(北京时间 法定节假日除外)上午9:00-11:30 下午13:30-15:00 及交易所规定的其他时间","合约交割月份的第 10 个交易日","仓单交割：合约交割月份的第13个交易日;车（船）板交割：合约交割月份的次月20日","实物交割","交易所指定交割地点",,,"上一交易日结算价±5%",,"1","12/3/2020 08:30:55"
"AU0806","SHFE","AU","黄金0806合约","沪金0806","SHFE-AU0806",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20080616","200806","209.99","20080623","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU0807","SHFE","AU","黄金0807合约","沪金0807","SHFE-AU0807",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20080715","200807","209.99","20080722","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU0808","SHFE","AU","黄金0808合约","沪金0808","SHFE-AU0808",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20080815","200808","209.99","20080822","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:57"
"AU0809","SHFE","AU","黄金0809合约","沪金0809","SHFE-AU0809",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20080916","200809","209.99","20080923","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AU0810","SHFE","AU","黄金0810合约","沪金0810","SHFE-AU0810",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20081015","200810","209.99","20081022","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AU0811","SHFE","AU","黄金0811合约","沪金0811","SHFE-AU0811",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20081117","200811","209.99","20081124","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU0812","SHFE","AU","黄金0812合约","沪金0812","SHFE-AU0812",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080109","20081215","200812","209.99","20081222","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU0901","SHFE","AU","黄金0901合约","沪金0901","SHFE-AU0901",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080116","20090115","200901","0","20090122","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU0902","SHFE","AU","黄金0902合约","沪金0902","SHFE-AU0902",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080218","20090216","200902","0","20090223","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU0903","SHFE","AU","黄金0903合约","沪金0903","SHFE-AU0903",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080318","20090316","200903","0","20090323","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:53"
"AU0904","SHFE","AU","黄金0904合约","沪金0904","SHFE-AU0904",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080416","20090415","200904","0","20090422","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AU0905","SHFE","AU","黄金0905合约","沪金0905","SHFE-AU0905",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080516","20090515","200905","0","20090522","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AU0906","SHFE","AU","黄金0906合约","沪金0906","SHFE-AU0906",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080617","20090615","200906","0","20090622","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:57"
"AU0907","SHFE","AU","黄金0907合约","沪金0907","SHFE-AU0907",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080716","20090715","200907","0","20090722","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU0908","SHFE","AU","黄金0908合约","沪金0908","SHFE-AU0908",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080818","20090817","200908","0","20090824","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU0909","SHFE","AU","黄金0909合约","沪金0909","SHFE-AU0909",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20080917","20090915","200909","0","20090922","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU0910","SHFE","AU","黄金0910合约","沪金0910","SHFE-AU0910",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20081016","20091015","200910","0","20091022","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU0911","SHFE","AU","黄金0911合约","沪金0911","SHFE-AU0911",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20081118","20091116","200911","0","20091123","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU0912","SHFE","AU","黄金0912合约","沪金0912","SHFE-AU0912",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20081216","20091215","200912","0","20091222","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:53"
"AU1001","SHFE","AU","黄金1001合约","沪金1001","SHFE-AU1001",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090116","20100115","201001","0","20100122","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AU1002","SHFE","AU","黄金1002合约","沪金1002","SHFE-AU1002",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090217","20100209","201002","0","20100223","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU1003","SHFE","AU","黄金1003合约","沪金1003","SHFE-AU1003",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090317","20100315","201003","207.55","20100322","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:54"
"AU1004","SHFE","AU","黄金1004合约","沪金1004","SHFE-AU1004",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090416","20100415","201004","197.5","20100422","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:56"
"AU1005","SHFE","AU","黄金1005合约","沪金1005","SHFE-AU1005",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090518","20100517","201005","203.75","20100524","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU1006","SHFE","AU","黄金1006合约","沪金1006","SHFE-AU1006",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090616","20100617","201006","205.99","20100624","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU1007","SHFE","AU","黄金1007合约","沪金1007","SHFE-AU1007",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090716","20100715","201007","204.43","20100722","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
"AU1008","SHFE","AU","黄金1008合约","沪金1008","SHFE-AU1008",,"克","1000","人民币元/克","0.02","最低交易保证金:合约价值的4%","1","0","0","0","1","703001001","1","0","20090818","20100816","201008","209.12","20100823","最近三个连续月份的合约以及最近13个月以内的双月合约","上午9:00-11:30,下午13:30-15:00,下午21:00-次日2:30(夜盘)","合约月份的15日(遇国家法定节假日顺延,春节月份等最后交易日交易所可另行调整并通知)","最后交易日后连续五个工作日","实物交割","交易所指定交割金库",,,"不超过上一交易日结算价±3%",,"1","12/3/2020 08:30:55"
